"BehaviorSpace results (NetLogo 3D 6.1.0)"
"MacrophageDifferentiationModel.nlogo3d"
"NinaExploInAbsenceOfMonocytes"
"07/23/2020 13:58:51:885 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-72","72","-72","72"
"[run number]","gui-death_rate","[step]","getViability","getRemainingCellRatio","getSeed"
"16","1.007","131","75.36","100","288"
"13","1.006","153","74.24000000000001","100","208"
"14","1.006","144","78.04","100","434"
"15","1.006","142","79.84","100","465"
"16","1.007","132","74.68","100","288"
"13","1.006","154","73.96","100","208"
"15","1.006","143","79.28","100","465"
"14","1.006","145","77.64","100","434"
"16","1.007","133","74.32000000000001","100","288"
"15","1.006","144","78.8","100","465"
"13","1.006","155","73.8","100","208"
"14","1.006","146","77.36","100","434"
"16","1.007","134","74","100","288"
"13","1.006","156","73.36","100","208"
"15","1.006","145","78.16","100","465"
"14","1.006","147","76.72","100","434"
"16","1.007","135","73.4","100","288"
"15","1.006","146","77.76","100","465"
"13","1.006","157","72.92","100","208"
"14","1.006","148","76.08","100","434"
"16","1.007","136","73","100","288"
"15","1.006","147","77.2","100","465"
"13","1.006","158","72.56","100","208"
"14","1.006","149","75.52","100","434"
"16","1.007","137","72.48","100","288"
"15","1.006","148","76.76","100","465"
"13","1.006","159","72.28","100","208"
"14","1.006","150","75.12","100","434"
"16","1.007","138","71.88","100","288"
"15","1.006","149","76.4","100","465"
"13","1.006","160","72","100","208"
"14","1.006","151","74.6","100","434"
"16","1.007","139","71.52","100","288"
"15","1.006","150","76.24","100","465"
"13","1.006","161","71.76","100","208"
"14","1.006","152","74.12","100","434"
"16","1.007","140","71","100","288"
"13","1.006","162","71.16","100","208"
"15","1.006","151","75.72","100","465"
"14","1.006","153","73.96","100","434"
"16","1.007","141","70.68","100","288"
"15","1.006","152","75.08","100","465"
"13","1.006","163","70.68","100","208"
"16","1.007","142","70.16","100","288"
"14","1.006","154","73.2","100","434"
"15","1.006","153","74.36","100","465"
"14","1.006","155","72.72","100","434"
"16","1.007","143","69.44","100","288"
"13","1.006","164","70.56","100","208"
"15","1.006","154","73.96","100","465"
"14","1.006","156","72.19999999999999","100","434"
"16","1.007","144","69.04","100","288"
"13","1.006","165","70.04","100","208"
"15","1.006","155","73.6","100","465"
"14","1.006","157","71.72","100","434"
"16","1.007","145","68.56","100","288"
"13","1.006","166","69.47999999999999","100","208"
"15","1.006","156","73.44","100","465"
"14","1.006","158","71.36","100","434"
"13","1.006","167","69.04","100","208"
"16","1.007","146","68.4","100","288"
"15","1.006","157","73.08","100","465"
"14","1.006","159","70.76","100","434"
"13","1.006","168","68.6","100","208"
"16","1.007","147","67.75999999999999","100","288"
"15","1.006","158","72.64","100","465"
"14","1.006","160","70.2","100","434"
"13","1.006","169","68.16","100","208"
"16","1.007","148","67.16","100","288"
"15","1.006","159","72.19999999999999","100","465"
"13","1.006","170","67.8","100","208"
"14","1.006","161","69.92","100","434"
"16","1.007","149","66.68","100","288"
"15","1.006","160","71.52","100","465"
"13","1.006","171","67.24000000000001","100","208"
"14","1.006","162","69.8","100","434"
"16","1.007","150","66.28","100","288"
"15","1.006","161","71.16","100","465"
"13","1.006","172","66.68","100","208"
"16","1.007","151","66","100","288"
"14","1.006","163","69.36","100","434"
"15","1.006","162","70.64","100","465"
"13","1.006","173","66.16","100","208"
"14","1.006","164","68.68","100","434"
"16","1.007","152","65.47999999999999","100","288"
"15","1.006","163","70.36","100","465"
"13","1.006","174","65.76","100","208"
"16","1.007","153","65.08","100","288"
"14","1.006","165","68.03999999999999","100","434"
"15","1.006","164","69.72","100","465"
"13","1.006","175","65.16","100","208"
"16","1.007","154","64.68","100","288"
"14","1.006","166","67.52000000000001","100","434"
"15","1.006","165","69.32","100","465"
"13","1.006","176","65","100","208"
"14","1.006","167","67.24000000000001","100","434"
"16","1.007","155","64.24000000000001","100","288"
"15","1.006","166","68.92","100","465"
"13","1.006","177","64.64","100","208"
"14","1.006","168","66.88","100","434"
"16","1.007","156","63.879999999999995","100","288"
"15","1.006","167","68.56","100","465"
"13","1.006","178","64.4","100","208"
"14","1.006","169","66.68","100","434"
"16","1.007","157","63.56","100","288"
"15","1.006","168","68.12","100","465"
"13","1.006","179","64.12","100","208"
"14","1.006","170","66.28","100","434"
"16","1.007","158","62.84","100","288"
"13","1.006","180","63.800000000000004","100","208"
"15","1.006","169","67.8","100","465"
"14","1.006","171","65.84","100","434"
"16","1.007","159","62.4","100","288"
"15","1.006","170","67.6","100","465"
"14","1.006","172","65.44","100","434"
"13","1.006","181","63.48","100","208"
"16","1.007","160","62.04","100","288"
"15","1.006","171","67.19999999999999","100","465"
"13","1.006","182","63.16","100","208"
"14","1.006","173","65.2","100","434"
"16","1.007","161","61.559999999999995","100","288"
"15","1.006","172","66.6","100","465"
"13","1.006","183","62.84","100","208"
"14","1.006","174","64.80000000000001","100","434"
"16","1.007","162","61.120000000000005","100","288"
"15","1.006","173","66.28","100","465"
"14","1.006","175","64.24000000000001","100","434"
"13","1.006","184","62.519999999999996","100","208"
"16","1.007","163","60.76","100","288"
"15","1.006","174","65.76","100","465"
"13","1.006","185","62.36","100","208"
"14","1.006","176","63.84","100","434"
"16","1.007","164","60.199999999999996","100","288"
"15","1.006","175","65.32","100","465"
"13","1.006","186","61.96","100","208"
"14","1.006","177","63.440000000000005","100","434"
"16","1.007","165","59.839999999999996","100","288"
"15","1.006","176","65.03999999999999","100","465"
"13","1.006","187","61.6","100","208"
"14","1.006","178","63.080000000000005","100","434"
"16","1.007","166","59.52","100","288"
"15","1.006","177","64.80000000000001","100","465"
"13","1.006","188","61.36","100","208"
"16","1.007","167","59.12","100","288"
"14","1.006","179","62.72","100","434"
"15","1.006","178","64.24000000000001","100","465"
"13","1.006","189","61","100","208"
"16","1.007","168","58.800000000000004","100","288"
"14","1.006","180","62.2","100","434"
"15","1.006","179","63.72","100","465"
"16","1.007","169","58.48","100","288"
"14","1.006","181","61.96","100","434"
"13","1.006","190","60.72","100","208"
"15","1.006","180","63.48","100","465"
"16","1.007","170","58.08","100","288"
"14","1.006","182","61.720000000000006","100","434"
"13","1.006","191","60.32","100","208"
"15","1.006","181","62.96","100","465"
"16","1.007","171","57.64","100","288"
"14","1.006","183","61.36","100","434"
"13","1.006","192","60","100","208"
"15","1.006","182","62.56","100","465"
"14","1.006","184","61.08","100","434"
"13","1.006","193","59.56","100","208"
"16","1.007","172","57.2","100","288"
"15","1.006","183","62.24","100","465"
"13","1.006","194","59.04","100","208"
"14","1.006","185","60.76","100","434"
"16","1.007","173","56.92","100","288"
"15","1.006","184","61.8","100","465"
"13","1.006","195","58.68","100","208"
"16","1.007","174","56.519999999999996","100","288"
"14","1.006","186","60.44","100","434"
"13","1.006","196","58.48","100","208"
"15","1.006","185","61.28","100","465"
"14","1.006","187","60.04","100","434"
"16","1.007","175","55.84","100","288"
"13","1.006","197","58.239999999999995","100","208"
"15","1.006","186","60.92","100","465"
"14","1.006","188","59.68","100","434"
"16","1.007","176","55.24","100","288"
"13","1.006","198","57.879999999999995","100","208"
"15","1.006","187","60.56","100","465"
"16","1.007","177","54.8","100","288"
"14","1.006","189","59.4","100","434"
"13","1.006","199","57.56","100","208"
"15","1.006","188","60.28","100","465"
"16","1.007","178","54.36","100","288"
"14","1.006","190","59","100","434"
"13","1.006","200","57.16","100","208"
"16","1.007","179","54","100","288"
"15","1.006","189","60","100","465"
"14","1.006","191","58.48","100","434"
"13","1.006","201","56.76","100","208"
"15","1.006","190","59.72","100","465"
"16","1.007","180","53.599999999999994","100","288"
"14","1.006","192","58.32","100","434"
"13","1.006","202","56.480000000000004","100","208"
"15","1.006","191","59.28","100","465"
"16","1.007","181","53.08","100","288"
"14","1.006","193","58","100","434"
"13","1.006","203","56.4","100","208"
"15","1.006","192","58.800000000000004","100","465"
"16","1.007","182","52.68","100","288"
"14","1.006","194","57.519999999999996","100","434"
"13","1.006","204","56.16","100","208"
"16","1.007","183","52.44","100","288"
"15","1.006","193","58.32","100","465"
"14","1.006","195","57.24","100","434"
"13","1.006","205","55.8","100","208"
"16","1.007","184","52","100","288"
"15","1.006","194","57.84","100","465"
"14","1.006","196","56.96","100","434"
"13","1.006","206","55.64","100","208"
"16","1.007","185","51.440000000000005","100","288"
"15","1.006","195","57.64","100","465"
"14","1.006","197","56.56","100","434"
"16","1.007","186","51.04","100","288"
"13","1.006","207","55.32","100","208"
"15","1.006","196","57.519999999999996","100","465"
"14","1.006","198","56.4","100","434"
"16","1.007","187","50.84","100","288"
"13","1.006","208","54.96","100","208"
"15","1.006","197","57.2","100","465"
"14","1.006","199","56.12","100","434"
"13","1.006","209","54.72","100","208"
"16","1.007","188","50.440000000000005","100","288"
"15","1.006","198","57","100","465"
"14","1.006","200","55.8","100","434"
"16","1.007","189","50.24","100","288"
"13","1.006","210","54.36","100","208"
"15","1.006","199","56.6","100","465"
"14","1.006","201","55.44","100","434"
"13","1.006","211","54.120000000000005","100","208"
"16","1.007","190","49.96000000000001","100","288"
"15","1.006","200","56.080000000000005","100","465"
"14","1.006","202","54.96","100","434"
"16","1.007","191","49.6","100","288"
"15","1.006","201","55.8","100","465"
"13","1.006","212","53.839999999999996","100","208"
"14","1.006","203","54.6","100","434"
"16","1.007","192","49.239999999999995","100","288"
"15","1.006","202","55.24","100","465"
"13","1.006","213","53.52","100","208"
"14","1.006","204","54.24","100","434"
"16","1.007","193","49","100","288"
"13","1.006","214","53.12","100","208"
"15","1.006","203","55.08","100","465"
"14","1.006","205","53.92","100","434"
"13","1.006","215","52.92","100","208"
"16","1.007","194","48.760000000000005","100","288"
"15","1.006","204","54.88","100","465"
"14","1.006","206","53.52","100","434"
"13","1.006","216","52.72","100","208"
"15","1.006","205","54.4","100","465"
"16","1.007","195","48.519999999999996","100","288"
"14","1.006","207","53.239999999999995","100","434"
"17","1.007","0","94","100","68"
"15","1.006","206","53.96","100","465"
"16","1.007","196","47.88","100","288"
"14","1.006","208","53.12","100","434"
"17","1.007","1","94","100","68"
"15","1.006","207","53.52","100","465"
"16","1.007","197","47.64000000000001","100","288"
"14","1.006","209","52.800000000000004","100","434"
"17","1.007","2","94","100","68"
"16","1.007","198","47.440000000000005","100","288"
"15","1.006","208","53.36","100","465"
"17","1.007","3","94","100","68"
"14","1.006","210","52.44","100","434"
"16","1.007","199","47.24","100","288"
"17","1.007","4","94","100","68"
"15","1.006","209","53.04","100","465"
"14","1.006","211","51.92","100","434"
"17","1.007","5","94","100","68"
"16","1.007","200","46.919999999999995","100","288"
"15","1.006","210","52.64","100","465"
"14","1.006","212","51.68","100","434"
"17","1.007","6","94","100","68"
"16","1.007","201","46.519999999999996","100","288"
"15","1.006","211","52.160000000000004","100","465"
"14","1.006","213","51.32","100","434"
"17","1.007","7","94","100","68"
"16","1.007","202","46.08","100","288"
"15","1.006","212","51.92","100","465"
"14","1.006","214","50.92","100","434"
"17","1.007","8","94","100","68"
"16","1.007","203","45.8","100","288"
"15","1.006","213","51.519999999999996","100","465"
"14","1.006","215","50.6","100","434"
"17","1.007","9","94","100","68"
"15","1.006","214","51.12","100","465"
"16","1.007","204","45.52","100","288"
"14","1.006","216","50.32","100","434"
"18","1.007","0","94","100","0"
"17","1.007","10","94","100","68"
"15","1.006","215","50.879999999999995","100","465"
"16","1.007","205","45.28","100","288"
"18","1.007","1","94","100","0"
"17","1.007","11","94","100","68"
"15","1.006","216","50.68","100","465"
"16","1.007","206","45.16","100","288"
"18","1.007","2","94","100","0"
"19","1.007","0","94","100","703"
"17","1.007","12","94","100","68"
"16","1.007","207","44.76","100","288"
"19","1.007","1","94","100","703"
"18","1.007","3","94","100","0"
"17","1.007","13","94","100","68"
"16","1.007","208","44.36","100","288"
"19","1.007","2","94","100","703"
"18","1.007","4","94","100","0"
"17","1.007","14","94","100","68"
"16","1.007","209","43.99999999999999","100","288"
"18","1.007","5","94","100","0"
"19","1.007","3","94","100","703"
"17","1.007","15","94","100","68"
"16","1.007","210","43.720000000000006","100","288"
"18","1.007","6","94","100","0"
"19","1.007","4","94","100","703"
"17","1.007","16","94","100","68"
"16","1.007","211","43.56","100","288"
"18","1.007","7","94","100","0"
"19","1.007","5","94","100","703"
"17","1.007","17","94","100","68"
"16","1.007","212","43.08","100","288"
"18","1.007","8","94","100","0"
"19","1.007","6","94","100","703"
"17","1.007","18","94","100","68"
"16","1.007","213","42.67999999999999","100","288"
"18","1.007","9","94","100","0"
"19","1.007","7","94","100","703"
"17","1.007","19","94","100","68"
"16","1.007","214","42.48","100","288"
"18","1.007","10","94","100","0"
"19","1.007","8","94","100","703"
"17","1.007","20","94","100","68"
"16","1.007","215","42.16","100","288"
"19","1.007","9","94","100","703"
"18","1.007","11","94","100","0"
"17","1.007","21","94","100","68"
"16","1.007","216","41.959999999999994","100","288"
"19","1.007","10","94","100","703"
"18","1.007","12","94","100","0"
"17","1.007","22","94","100","68"
"20","1.007","0","94","100","240"
"18","1.007","13","94","100","0"
"19","1.007","11","94","100","703"
"20","1.007","1","94","100","240"
"17","1.007","23","94","100","68"
"18","1.007","14","94","100","0"
"19","1.007","12","94","100","703"
"20","1.007","2","94","100","240"
"17","1.007","24","94","100","68"
"18","1.007","15","94","100","0"
"19","1.007","13","94","100","703"
"20","1.007","3","94","100","240"
"17","1.007","25","94","100","68"
"18","1.007","16","94","100","0"
"19","1.007","14","94","100","703"
"20","1.007","4","94","100","240"
"17","1.007","26","94","100","68"
"18","1.007","17","94","100","0"
"19","1.007","15","94","100","703"
"20","1.007","5","94","100","240"
"17","1.007","27","94","100","68"
"18","1.007","18","94","100","0"
"19","1.007","16","94","100","703"
"20","1.007","6","94","100","240"
"17","1.007","28","94","100","68"
"18","1.007","19","94","100","0"
"19","1.007","17","94","100","703"
"20","1.007","7","94","100","240"
"17","1.007","29","94","100","68"
"18","1.007","20","94","100","0"
"19","1.007","18","94","100","703"
"20","1.007","8","94","100","240"
"17","1.007","30","94","100","68"
"18","1.007","21","94","100","0"
"19","1.007","19","94","100","703"
"17","1.007","31","94","100","68"
"20","1.007","9","94","100","240"
"18","1.007","22","94","100","0"
"19","1.007","20","94","100","703"
"17","1.007","32","94","100","68"
"20","1.007","10","94","100","240"
"18","1.007","23","94","100","0"
"19","1.007","21","94","100","703"
"17","1.007","33","94","100","68"
"20","1.007","11","94","100","240"
"18","1.007","24","94","100","0"
"19","1.007","22","94","100","703"
"17","1.007","34","94","100","68"
"20","1.007","12","94","100","240"
"18","1.007","25","94","100","0"
"19","1.007","23","94","100","703"
"17","1.007","35","94","100","68"
"20","1.007","13","94","100","240"
"18","1.007","26","94","100","0"
"19","1.007","24","94","100","703"
"17","1.007","36","94","100","68"
"20","1.007","14","94","100","240"
"19","1.007","25","94","100","703"
"18","1.007","27","94","100","0"
"17","1.007","37","94","100","68"
"20","1.007","15","94","100","240"
"19","1.007","26","94","100","703"
"18","1.007","28","94","100","0"
"17","1.007","38","94","100","68"
"20","1.007","16","94","100","240"
"19","1.007","27","94","100","703"
"17","1.007","39","94","100","68"
"18","1.007","29","94","100","0"
"20","1.007","17","94","100","240"
"19","1.007","28","94","100","703"
"17","1.007","40","94","100","68"
"18","1.007","30","94","100","0"
"20","1.007","18","94","100","240"
"19","1.007","29","94","100","703"
"17","1.007","41","94","100","68"
"18","1.007","31","94","100","0"
"20","1.007","19","94","100","240"
"17","1.007","42","94","100","68"
"19","1.007","30","94","100","703"
"18","1.007","32","94","100","0"
"20","1.007","20","94","100","240"
"19","1.007","31","94","100","703"
"17","1.007","43","94","100","68"
"18","1.007","33","94","100","0"
"20","1.007","21","94","100","240"
"19","1.007","32","94","100","703"
"17","1.007","44","94","100","68"
"18","1.007","34","94","100","0"
"20","1.007","22","94","100","240"
"17","1.007","45","94","100","68"
"19","1.007","33","94","100","703"
"18","1.007","35","94","100","0"
"20","1.007","23","94","100","240"
"17","1.007","46","94","100","68"
"19","1.007","34","94","100","703"
"18","1.007","36","94","100","0"
"20","1.007","24","94","100","240"
"17","1.007","47","94","100","68"
"19","1.007","35","94","100","703"
"18","1.007","37","94","100","0"
"20","1.007","25","94","100","240"
"17","1.007","48","94","100","68"
"19","1.007","36","94","100","703"
"18","1.007","38","94","100","0"
"20","1.007","26","94","100","240"
"17","1.007","49","94","100","68"
"19","1.007","37","94","100","703"
"18","1.007","39","94","100","0"
"20","1.007","27","94","100","240"
"17","1.007","50","94","100","68"
"19","1.007","38","94","100","703"
"18","1.007","40","94","100","0"
"20","1.007","28","94","100","240"
"17","1.007","51","94","100","68"
"19","1.007","39","94","100","703"
"18","1.007","41","94","100","0"
"20","1.007","29","94","100","240"
"17","1.007","52","94","100","68"
"19","1.007","40","94","100","703"
"18","1.007","42","94","100","0"
"20","1.007","30","94","100","240"
"17","1.007","53","94","100","68"
"18","1.007","43","94","100","0"
"19","1.007","41","94","100","703"
"20","1.007","31","94","100","240"
"17","1.007","54","94","100","68"
"18","1.007","44","94","100","0"
"19","1.007","42","94","100","703"
"20","1.007","32","94","100","240"
"17","1.007","55","94","100","68"
"19","1.007","43","94","100","703"
"18","1.007","45","94","100","0"
"20","1.007","33","94","100","240"
"17","1.007","56","94","100","68"
"19","1.007","44","94","100","703"
"18","1.007","46","94","100","0"
"20","1.007","34","94","100","240"
"17","1.007","57","94","100","68"
"18","1.007","47","94","100","0"
"19","1.007","45","94","100","703"
"20","1.007","35","94","100","240"
"17","1.007","58","94","100","68"
"19","1.007","46","94","100","703"
"18","1.007","48","94","100","0"
"20","1.007","36","94","100","240"
"17","1.007","59","94","100","68"
"20","1.007","37","94","100","240"
"19","1.007","47","94","100","703"
"18","1.007","49","94","100","0"
"17","1.007","60","94","100","68"
"19","1.007","48","94","100","703"
"20","1.007","38","94","100","240"
"18","1.007","50","94","100","0"
"17","1.007","61","94","100","68"
"19","1.007","49","94","100","703"
"18","1.007","51","94","100","0"
"20","1.007","39","94","100","240"
"17","1.007","62","94","100","68"
"19","1.007","50","94","100","703"
"18","1.007","52","94","100","0"
"20","1.007","40","94","100","240"
"17","1.007","63","94","100","68"
"19","1.007","51","94","100","703"
"18","1.007","53","94","100","0"
"20","1.007","41","94","100","240"
"17","1.007","64","94","100","68"
"19","1.007","52","94","100","703"
"18","1.007","54","94","100","0"
"20","1.007","42","94","100","240"
"17","1.007","65","94","100","68"
"19","1.007","53","94","100","703"
"18","1.007","55","94","100","0"
"20","1.007","43","94","100","240"
"17","1.007","66","94","100","68"
"19","1.007","54","94","100","703"
"18","1.007","56","94","100","0"
"20","1.007","44","94","100","240"
"17","1.007","67","94","100","68"
"19","1.007","55","94","100","703"
"18","1.007","57","94","100","0"
"20","1.007","45","94","100","240"
"17","1.007","68","94","100","68"
"19","1.007","56","94","100","703"
"18","1.007","58","94","100","0"
"20","1.007","46","94","100","240"
"17","1.007","69","94","100","68"
"19","1.007","57","94","100","703"
"18","1.007","59","94","100","0"
"20","1.007","47","94","100","240"
"17","1.007","70","94","100","68"
"19","1.007","58","94","100","703"
"18","1.007","60","94","100","0"
"17","1.007","71","94","100","68"
"20","1.007","48","94","100","240"
"19","1.007","59","94","100","703"
"18","1.007","61","94","100","0"
"17","1.007","72","94","100","68"
"20","1.007","49","94","100","240"
"19","1.007","60","94","100","703"
"18","1.007","62","94","100","0"
"17","1.007","73","94","100","68"
"20","1.007","50","94","100","240"
"19","1.007","61","94","100","703"
"18","1.007","63","94","100","0"
"17","1.007","74","94","100","68"
"20","1.007","51","94","100","240"
"19","1.007","62","94","100","703"
"17","1.007","75","94","100","68"
"18","1.007","64","94","100","0"
"20","1.007","52","94","100","240"
"19","1.007","63","94","100","703"
"18","1.007","65","94","100","0"
"17","1.007","76","94","100","68"
"20","1.007","53","94","100","240"
"18","1.007","66","94","100","0"
"19","1.007","64","94","100","703"
"17","1.007","77","94","100","68"
"20","1.007","54","94","100","240"
"19","1.007","65","94","100","703"
"18","1.007","67","94","100","0"
"17","1.007","78","94","100","68"
"20","1.007","55","94","100","240"
"19","1.007","66","94","100","703"
"18","1.007","68","94","100","0"
"17","1.007","79","94","100","68"
"20","1.007","56","94","100","240"
"19","1.007","67","94","100","703"
"18","1.007","69","94","100","0"
"17","1.007","80","94","100","68"
"20","1.007","57","94","100","240"
"19","1.007","68","94","100","703"
"18","1.007","70","94","100","0"
"17","1.007","81","94","100","68"
"20","1.007","58","94","100","240"
"19","1.007","69","94","100","703"
"18","1.007","71","94","100","0"
"17","1.007","82","94","100","68"
"20","1.007","59","94","100","240"
"19","1.007","70","94","100","703"
"18","1.007","72","94","100","0"
"17","1.007","83","94","100","68"
"20","1.007","60","94","100","240"
"19","1.007","71","94","100","703"
"17","1.007","84","94","100","68"
"18","1.007","73","94","100","0"
"20","1.007","61","94","100","240"
"19","1.007","72","94","100","703"
"17","1.007","85","94","100","68"
"18","1.007","74","94","100","0"
"20","1.007","62","94","100","240"
"19","1.007","73","94","100","703"
"17","1.007","86","94","100","68"
"18","1.007","75","94","100","0"
"20","1.007","63","94","100","240"
"19","1.007","74","94","100","703"
"18","1.007","76","94","100","0"
"20","1.007","64","94","100","240"
"17","1.007","87","94","100","68"
"19","1.007","75","94","100","703"
"18","1.007","77","94","100","0"
"17","1.007","88","94","100","68"
"20","1.007","65","94","100","240"
"19","1.007","76","94","100","703"
"18","1.007","78","94","100","0"
"17","1.007","89","94","100","68"
"20","1.007","66","94","100","240"
"19","1.007","77","94","100","703"
"18","1.007","79","94","100","0"
"17","1.007","90","94","100","68"
"20","1.007","67","94","100","240"
"19","1.007","78","94","100","703"
"18","1.007","80","94","100","0"
"17","1.007","91","94","100","68"
"20","1.007","68","94","100","240"
"19","1.007","79","94","100","703"
"18","1.007","81","94","100","0"
"17","1.007","92","94","100","68"
"20","1.007","69","94","100","240"
"19","1.007","80","94","100","703"
"18","1.007","82","94","100","0"
"17","1.007","93","94","100","68"
"20","1.007","70","94","100","240"
"19","1.007","81","94","100","703"
"18","1.007","83","94","100","0"
"17","1.007","94","94","100","68"
"20","1.007","71","94","100","240"
"19","1.007","82","94","100","703"
"17","1.007","95","94","100","68"
"18","1.007","84","94","100","0"
"20","1.007","72","94","100","240"
"19","1.007","83","94","100","703"
"17","1.007","96","94","100","68"
"20","1.007","73","94","100","240"
"18","1.007","85","94","100","0"
"19","1.007","84","94","100","703"
"17","1.007","97","94","100","68"
"18","1.007","86","94","100","0"
"20","1.007","74","94","100","240"
"19","1.007","85","94","100","703"
"17","1.007","98","94","100","68"
"18","1.007","87","94","100","0"
"20","1.007","75","94","100","240"
"19","1.007","86","94","100","703"
"17","1.007","99","94","100","68"
"18","1.007","88","94","100","0"
"20","1.007","76","94","100","240"
"19","1.007","87","94","100","703"
"17","1.007","100","93.32","100","68"
"18","1.007","89","94","100","0"
"20","1.007","77","94","100","240"
"19","1.007","88","94","100","703"
"17","1.007","101","92.68","100","68"
"18","1.007","90","94","100","0"
"20","1.007","78","94","100","240"
"19","1.007","89","94","100","703"
"17","1.007","102","91.88","100","68"
"18","1.007","91","94","100","0"
"20","1.007","79","94","100","240"
"19","1.007","90","94","100","703"
"17","1.007","103","91.4","100","68"
"18","1.007","92","94","100","0"
"20","1.007","80","94","100","240"
"19","1.007","91","94","100","703"
"17","1.007","104","90.68","100","68"
"18","1.007","93","94","100","0"
"20","1.007","81","94","100","240"
"19","1.007","92","94","100","703"
"17","1.007","105","89.88","100","68"
"18","1.007","94","94","100","0"
"20","1.007","82","94","100","240"
"19","1.007","93","94","100","703"
"17","1.007","106","89.28","100","68"
"18","1.007","95","94","100","0"
"20","1.007","83","94","100","240"
"19","1.007","94","94","100","703"
"17","1.007","107","88.64","100","68"
"18","1.007","96","94","100","0"
"20","1.007","84","94","100","240"
"19","1.007","95","94","100","703"
"17","1.007","108","88.2","100","68"
"18","1.007","97","94","100","0"
"20","1.007","85","94","100","240"
"19","1.007","96","94","100","703"
"17","1.007","109","87.4","100","68"
"18","1.007","98","94","100","0"
"20","1.007","86","94","100","240"
"19","1.007","97","94","100","703"
"17","1.007","110","86.84","100","68"
"20","1.007","87","94","100","240"
"18","1.007","99","94","100","0"
"19","1.007","98","94","100","703"
"17","1.007","111","86.36","100","68"
"20","1.007","88","94","100","240"
"18","1.007","100","93.36","100","0"
"19","1.007","99","94","100","703"
"17","1.007","112","85.92","100","68"
"20","1.007","89","94","100","240"
"18","1.007","101","92.8","100","0"
"19","1.007","100","93.8","100","703"
"17","1.007","113","85.4","100","68"
"20","1.007","90","94","100","240"
"18","1.007","102","92","100","0"
"19","1.007","101","93.24","100","703"
"17","1.007","114","84.68","100","68"
"20","1.007","91","94","100","240"
"19","1.007","102","92.52","100","703"
"18","1.007","103","91.16","100","0"
"17","1.007","115","84.28","100","68"
"20","1.007","92","94","100","240"
"19","1.007","103","91.92","100","703"
"18","1.007","104","90.6","100","0"
"17","1.007","116","83.68","100","68"
"20","1.007","93","94","100","240"
"19","1.007","104","91.32","100","703"
"18","1.007","105","90.16","100","0"
"17","1.007","117","82.76","100","68"
"20","1.007","94","94","100","240"
"19","1.007","105","90.44","100","703"
"18","1.007","106","89.44","100","0"
"17","1.007","118","82.4","100","68"
"20","1.007","95","94","100","240"
"19","1.007","106","89.84","100","703"
"18","1.007","107","88.76","100","0"
"17","1.007","119","81.84","100","68"
"19","1.007","107","88.76","100","703"
"20","1.007","96","94","100","240"
"18","1.007","108","88.12","100","0"
"19","1.007","108","87.96000000000001","100","703"
"17","1.007","120","81.08","100","68"
"18","1.007","109","87.48","100","0"
"20","1.007","97","94","100","240"
"19","1.007","109","87.28","100","703"
"17","1.007","121","80.6","100","68"
"20","1.007","98","94","100","240"
"18","1.007","110","86.64","100","0"
"19","1.007","110","86.67999999999999","100","703"
"17","1.007","122","79.96000000000001","100","68"
"18","1.007","111","86.08","100","0"
"20","1.007","99","94","100","240"
"19","1.007","111","86.12","100","703"
"17","1.007","123","79.16","100","68"
"18","1.007","112","85.2","100","0"
"20","1.007","100","93.64","100","240"
"19","1.007","112","85.28","100","703"
"17","1.007","124","78.72","100","68"
"18","1.007","113","84.52","100","0"
"20","1.007","101","92.92","100","240"
"19","1.007","113","84.44","100","703"
"17","1.007","125","78.24000000000001","100","68"
"18","1.007","114","83.72","100","0"
"20","1.007","102","92.28","100","240"
"19","1.007","114","83.64","100","703"
"17","1.007","126","77.76","100","68"
"18","1.007","115","83","100","0"
"20","1.007","103","91.56","100","240"
"19","1.007","115","83.03999999999999","100","703"
"17","1.007","127","77.12","100","68"
"18","1.007","116","82.48","100","0"
"20","1.007","104","90.72","100","240"
"19","1.007","116","82.28","100","703"
"17","1.007","128","76.36","100","68"
"18","1.007","117","81.84","100","0"
"20","1.007","105","90.24","100","240"
"19","1.007","117","81.68","100","703"
"17","1.007","129","76.03999999999999","100","68"
"18","1.007","118","81.12","100","0"
"20","1.007","106","89.8","100","240"
"19","1.007","118","81.12","100","703"
"20","1.007","107","89.12","100","240"
"17","1.007","130","75.36","100","68"
"18","1.007","119","80.48","100","0"
"19","1.007","119","80.28","100","703"
"20","1.007","108","88.52","100","240"
"18","1.007","120","79.84","100","0"
"17","1.007","131","74.96","100","68"
"19","1.007","120","79.8","100","703"
"20","1.007","109","87.88","100","240"
"18","1.007","121","79.24","100","0"
"17","1.007","132","74.28","100","68"
"19","1.007","121","79.4","100","703"
"20","1.007","110","87.2","100","240"
"18","1.007","122","78.64","100","0"
"17","1.007","133","73.72","100","68"
"19","1.007","122","78.68","100","703"
"20","1.007","111","86.76","100","240"
"18","1.007","123","78.16","100","0"
"17","1.007","134","73.16","100","68"
"19","1.007","123","78.32","100","703"
"20","1.007","112","86.12","100","240"
"18","1.007","124","77.68","100","0"
"17","1.007","135","72.72","100","68"
"19","1.007","124","77.72","100","703"
"18","1.007","125","77.16","100","0"
"20","1.007","113","85.64","100","240"
"17","1.007","136","72.24","100","68"
