"BehaviorSpace results (NetLogo 3D 6.1.0)"
"MacrophageDifferentiationModel.nlogo3d"
"NinaExploInAbsenceOfMonocytes"
"06/30/2020 09:10:32:547 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-72","72","-72","72"
"[run number]","gui-LateApoThreshold","gui-apoptosisDuration","gui-disintegrationDuration","gui-death_rate","gui-alpha","[step]","getViability","getRemainingCellRatio"
"6","48","24","10000","1.007","1","52","100","94"
"5","48","24","10000","1.007","1","59","100","94"
"8","48","24","10000","1.007","2","25","99.95746490854955","94.04"
"7","48","24","10000","1.007","2","27","100","94"
"6","48","24","10000","1.007","1","53","100","94"
"5","48","24","10000","1.007","1","60","100","94"
"8","48","24","10000","1.007","2","26","99.95746490854955","94.04"
"7","48","24","10000","1.007","2","28","100","94"
"6","48","24","10000","1.007","1","54","100","94"
"5","48","24","10000","1.007","1","61","100","94"
"8","48","24","10000","1.007","2","27","100","94"
"7","48","24","10000","1.007","2","29","100","94"
"6","48","24","10000","1.007","1","55","100","94"
"5","48","24","10000","1.007","1","62","100","94"
"8","48","24","10000","1.007","2","28","100","94"
"7","48","24","10000","1.007","2","30","100","94"
"6","48","24","10000","1.007","1","56","100","94"
"5","48","24","10000","1.007","1","63","100","94"
"8","48","24","10000","1.007","2","29","100","94"
"6","48","24","10000","1.007","1","57","100","94"
"7","48","24","10000","1.007","2","31","100","94"
"5","48","24","10000","1.007","1","64","100","94"
"8","48","24","10000","1.007","2","30","100","94"
"6","48","24","10000","1.007","1","58","100","94"
"7","48","24","10000","1.007","2","32","100","94"
"5","48","24","10000","1.007","1","65","100","94"
"8","48","24","10000","1.007","2","31","100","94"
"6","48","24","10000","1.007","1","59","100","94"
"7","48","24","10000","1.007","2","33","100","94"
"5","48","24","10000","1.007","1","66","100","94"
"8","48","24","10000","1.007","2","32","100","94"
"6","48","24","10000","1.007","1","60","100","94"
"7","48","24","10000","1.007","2","34","100","94"
"5","48","24","10000","1.007","1","67","100","94"
"6","48","24","10000","1.007","1","61","100","94"
"8","48","24","10000","1.007","2","33","100","94"
"7","48","24","10000","1.007","2","35","100","94"
"5","48","24","10000","1.007","1","68","100","94"
"6","48","24","10000","1.007","1","62","100","94"
"8","48","24","10000","1.007","2","34","100","94"
"5","48","24","10000","1.007","1","69","100","94"
"7","48","24","10000","1.007","2","36","100","94"
"6","48","24","10000","1.007","1","63","100","94"
"8","48","24","10000","1.007","2","35","100","94"
"5","48","24","10000","1.007","1","70","100","94"
"7","48","24","10000","1.007","2","37","100","94"
"6","48","24","10000","1.007","1","64","100","94"
"8","48","24","10000","1.007","2","36","100","94"
"5","48","24","10000","1.007","1","71","100","94"
"7","48","24","10000","1.007","2","38","100","94"
"6","48","24","10000","1.007","1","65","100","94"
"8","48","24","10000","1.007","2","37","100","94"
"5","48","24","10000","1.007","1","72","100","94"
"7","48","24","10000","1.007","2","39","100","94"
"6","48","24","10000","1.007","1","66","100","94"
"5","48","24","10000","1.007","1","73","100","94"
"8","48","24","10000","1.007","2","38","100","94"
"7","48","24","10000","1.007","2","40","100","94"
"6","48","24","10000","1.007","1","67","100","94"
"8","48","24","10000","1.007","2","39","100","94"
"5","48","24","10000","1.007","1","74","100","94"
"7","48","24","10000","1.007","2","41","100","94"
"6","48","24","10000","1.007","1","68","100","94"
"8","48","24","10000","1.007","2","40","100","94"
"5","48","24","10000","1.007","1","75","100","94"
"7","48","24","10000","1.007","2","42","100","94"
"6","48","24","10000","1.007","1","69","100","94"
"8","48","24","10000","1.007","2","41","100","94"
"5","48","24","10000","1.007","1","76","100","94"
"7","48","24","10000","1.007","2","43","100","94"
"6","48","24","10000","1.007","1","70","100","94"
"5","48","24","10000","1.007","1","77","100","94"
"8","48","24","10000","1.007","2","42","100","94"
"7","48","24","10000","1.007","2","44","100","94"
"6","48","24","10000","1.007","1","71","100","94"
"8","48","24","10000","1.007","2","43","100","94"
"5","48","24","10000","1.007","1","78","100","94"
"7","48","24","10000","1.007","2","45","100","94"
"6","48","24","10000","1.007","1","72","100","94"
"8","48","24","10000","1.007","2","44","100","94"
"5","48","24","10000","1.007","1","79","100","94"
"7","48","24","10000","1.007","2","46","100","94"
"6","48","24","10000","1.007","1","73","100","94"
"8","48","24","10000","1.007","2","45","100","94"
"5","48","24","10000","1.007","1","80","100","94"
"7","48","24","10000","1.007","2","47","100","94"
"6","48","24","10000","1.007","1","74","100","94"
"8","48","24","10000","1.007","2","46","100","94"
"5","48","24","10000","1.007","1","81","100","94"
"7","48","24","10000","1.007","2","48","100","94"
"6","48","24","10000","1.007","1","75","100","94"
"5","48","24","10000","1.007","1","82","100","94"
"8","48","24","10000","1.007","2","47","100","94"
"7","48","24","10000","1.007","2","49","100","94"
"6","48","24","10000","1.007","1","76","100","94"
"5","48","24","10000","1.007","1","83","100","94"
"8","48","24","10000","1.007","2","48","100","94"
"7","48","24","10000","1.007","2","50","100","94"
"6","48","24","10000","1.007","1","77","100","94"
"5","48","24","10000","1.007","1","84","100","94"
"8","48","24","10000","1.007","2","49","100","94"
"7","48","24","10000","1.007","2","51","100","94"
"6","48","24","10000","1.007","1","78","100","94"
"8","48","24","10000","1.007","2","50","100","94"
"5","48","24","10000","1.007","1","85","100","94"
"7","48","24","10000","1.007","2","52","100","94"
"6","48","24","10000","1.007","1","79","100","94"
"8","48","24","10000","1.007","2","51","100","94"
"7","48","24","10000","1.007","2","53","100","94"
"5","48","24","10000","1.007","1","86","100","94"
"6","48","24","10000","1.007","1","80","100","94"
"8","48","24","10000","1.007","2","52","100","94"
"7","48","24","10000","1.007","2","54","100","94"
"5","48","24","10000","1.007","1","87","100","94"
"6","48","24","10000","1.007","1","81","100","94"
"7","48","24","10000","1.007","2","55","100","94"
"8","48","24","10000","1.007","2","53","100","94"
"5","48","24","10000","1.007","1","88","100","94"
"6","48","24","10000","1.007","1","82","100","94"
"8","48","24","10000","1.007","2","54","100","94"
"7","48","24","10000","1.007","2","56","100","94"
"5","48","24","10000","1.007","1","89","100","94"
"6","48","24","10000","1.007","1","83","100","94"
"8","48","24","10000","1.007","2","55","100","94"
"7","48","24","10000","1.007","2","57","100","94"
"5","48","24","10000","1.007","1","90","100","94"
"6","48","24","10000","1.007","1","84","100","94"
"8","48","24","10000","1.007","2","56","100","94"
"7","48","24","10000","1.007","2","58","100","94"
"5","48","24","10000","1.007","1","91","100","94"
"6","48","24","10000","1.007","1","85","100","94"
"7","48","24","10000","1.007","2","59","100","94"
"8","48","24","10000","1.007","2","57","100","94"
"5","48","24","10000","1.007","1","92","100","94"
"6","48","24","10000","1.007","1","86","100","94"
"7","48","24","10000","1.007","2","60","100","94"
"8","48","24","10000","1.007","2","58","100","94"
"5","48","24","10000","1.007","1","93","100","94"
"6","48","24","10000","1.007","1","87","100","94"
"7","48","24","10000","1.007","2","61","100","94"
"8","48","24","10000","1.007","2","59","100","94"
"5","48","24","10000","1.007","1","94","100","94"
"6","48","24","10000","1.007","1","88","100","94"
"7","48","24","10000","1.007","2","62","100","94"
"8","48","24","10000","1.007","2","60","100","94"
"5","48","24","10000","1.007","1","95","100","94"
"6","48","24","10000","1.007","1","89","100","94"
"7","48","24","10000","1.007","2","63","100","94"
"8","48","24","10000","1.007","2","61","100","94"
"5","48","24","10000","1.007","1","96","100","94"
"6","48","24","10000","1.007","1","90","100","94"
"7","48","24","10000","1.007","2","64","100","94"
"8","48","24","10000","1.007","2","62","100","94"
"5","48","24","10000","1.007","1","97","100","94"
"6","48","24","10000","1.007","1","91","100","94"
"7","48","24","10000","1.007","2","65","100","94"
"8","48","24","10000","1.007","2","63","100","94"
"5","48","24","10000","1.007","1","98","100","94"
"6","48","24","10000","1.007","1","92","100","94"
"7","48","24","10000","1.007","2","66","100","94"
"8","48","24","10000","1.007","2","64","100","94"
"5","48","24","10000","1.007","1","99","100","94"
"6","48","24","10000","1.007","1","93","100","94"
"7","48","24","10000","1.007","2","67","100","94"
"8","48","24","10000","1.007","2","65","100","94"
"5","48","24","10000","1.007","1","100","99.95744680851064","94"
"6","48","24","10000","1.007","1","94","100","94"
"7","48","24","10000","1.007","2","68","100","94"
"8","48","24","10000","1.007","2","66","100","94"
"5","48","24","10000","1.007","1","101","99.95744680851064","94"
"6","48","24","10000","1.007","1","95","100","94"
"7","48","24","10000","1.007","2","69","100","94"
"8","48","24","10000","1.007","2","67","100","94"
"5","48","24","10000","1.007","1","102","99.95744680851064","94"
"6","48","24","10000","1.007","1","96","100","94"
"7","48","24","10000","1.007","2","70","100","94"
"8","48","24","10000","1.007","2","68","100","94"
"5","48","24","10000","1.007","1","103","99.95744680851064","94"
"6","48","24","10000","1.007","1","97","100","94"
"8","48","24","10000","1.007","2","69","100","94"
"7","48","24","10000","1.007","2","71","100","94"
"5","48","24","10000","1.007","1","104","99.95744680851064","94"
"6","48","24","10000","1.007","1","98","100","94"
"8","48","24","10000","1.007","2","70","100","94"
"7","48","24","10000","1.007","2","72","100","94"
"5","48","24","10000","1.007","1","105","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","99","100","94"
"8","48","24","10000","1.007","2","71","100","94"
"7","48","24","10000","1.007","2","73","100","94"
"5","48","24","10000","1.007","1","106","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","100","99.95744680851064","94"
"8","48","24","10000","1.007","2","72","100","94"
"7","48","24","10000","1.007","2","74","100","94"
"5","48","24","10000","1.007","1","107","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","101","99.95744680851064","94"
"8","48","24","10000","1.007","2","73","100","94"
"7","48","24","10000","1.007","2","75","100","94"
"5","48","24","10000","1.007","1","108","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","102","99.95744680851064","94"
"8","48","24","10000","1.007","2","74","100","94"
"7","48","24","10000","1.007","2","76","100","94"
"5","48","24","10000","1.007","1","109","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","75","100","94"
"7","48","24","10000","1.007","2","77","100","94"
"6","48","24","10000","1.007","1","103","99.95744680851064","94"
"5","48","24","10000","1.007","1","110","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","76","100","94"
"7","48","24","10000","1.007","2","78","100","94"
"6","48","24","10000","1.007","1","104","99.95744680851064","94"
"5","48","24","10000","1.007","1","111","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","77","100","94"
"7","48","24","10000","1.007","2","79","100","94"
"6","48","24","10000","1.007","1","105","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","112","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","78","100","94"
"6","48","24","10000","1.007","1","106","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","80","100","94"
"5","48","24","10000","1.007","1","113","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","79","100","94"
"7","48","24","10000","1.007","2","81","100","94"
"6","48","24","10000","1.007","1","107","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","114","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","80","100","94"
"7","48","24","10000","1.007","2","82","100","94"
"6","48","24","10000","1.007","1","108","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","115","99.8297147722435","93.96"
"8","48","24","10000","1.007","2","81","100","94"
"6","48","24","10000","1.007","1","109","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","83","100","94"
"5","48","24","10000","1.007","1","116","99.8297147722435","93.96"
"8","48","24","10000","1.007","2","82","100","94"
"6","48","24","10000","1.007","1","110","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","84","100","94"
"5","48","24","10000","1.007","1","117","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","83","100","94"
"6","48","24","10000","1.007","1","111","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","85","100","94"
"5","48","24","10000","1.007","1","118","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","84","100","94"
"6","48","24","10000","1.007","1","112","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","86","100","94"
"5","48","24","10000","1.007","1","119","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","85","100","94"
"6","48","24","10000","1.007","1","113","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","87","100","94"
"5","48","24","10000","1.007","1","120","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","86","100","94"
"6","48","24","10000","1.007","1","114","99.91485738612175","93.96"
"7","48","24","10000","1.007","2","88","100","94"
"5","48","24","10000","1.007","1","121","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","87","100","94"
"7","48","24","10000","1.007","2","89","100","94"
"6","48","24","10000","1.007","1","115","99.8297147722435","93.96"
"8","48","24","10000","1.007","2","88","100","94"
"5","48","24","10000","1.007","1","122","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","90","100","94"
"6","48","24","10000","1.007","1","116","99.8297147722435","93.96"
"8","48","24","10000","1.007","2","89","100","94"
"5","48","24","10000","1.007","1","123","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","91","100","94"
"6","48","24","10000","1.007","1","117","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","90","100","94"
"5","48","24","10000","1.007","1","124","99.78705281090289","93.92"
"7","48","24","10000","1.007","2","92","100","94"
"6","48","24","10000","1.007","1","118","99.74457215836526","93.96"
"8","48","24","10000","1.007","2","91","100","94"
"5","48","24","10000","1.007","1","125","99.78705281090289","93.92"
"6","48","24","10000","1.007","1","119","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","93","100","94"
"8","48","24","10000","1.007","2","92","100","94"
"5","48","24","10000","1.007","1","126","99.78705281090289","93.92"
"6","48","24","10000","1.007","1","120","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","94","100","94"
"8","48","24","10000","1.007","2","93","100","94"
"5","48","24","10000","1.007","1","127","99.78705281090289","93.92"
"6","48","24","10000","1.007","1","121","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","95","100","94"
"8","48","24","10000","1.007","2","94","100","94"
"5","48","24","10000","1.007","1","128","99.82956966340008","93.88"
"6","48","24","10000","1.007","1","122","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","96","100","94"
"8","48","24","10000","1.007","2","95","100","94"
"5","48","24","10000","1.007","1","129","99.82956966340008","93.88"
"6","48","24","10000","1.007","1","123","99.74457215836526","93.96"
"7","48","24","10000","1.007","2","97","100","94"
"8","48","24","10000","1.007","2","96","100","94"
"5","48","24","10000","1.007","1","130","99.82956966340008","93.88"
"6","48","24","10000","1.007","1","124","99.78705281090289","93.92"
"7","48","24","10000","1.007","2","98","100","94"
"8","48","24","10000","1.007","2","97","100","94"
"5","48","24","10000","1.007","1","131","99.82956966340008","93.88"
"6","48","24","10000","1.007","1","125","99.78705281090289","93.92"
"7","48","24","10000","1.007","2","99","100","94"
"8","48","24","10000","1.007","2","98","100","94"
"5","48","24","10000","1.007","1","132","99.82956966340008","93.88"
"6","48","24","10000","1.007","1","126","99.78705281090289","93.92"
"7","48","24","10000","1.007","2","100","99.95744680851064","94"
"8","48","24","10000","1.007","2","99","100","94"
"5","48","24","10000","1.007","1","133","99.82956966340008","93.88"
"7","48","24","10000","1.007","2","101","99.95744680851064","94"
"6","48","24","10000","1.007","1","127","99.78705281090289","93.92"
"8","48","24","10000","1.007","2","100","99.95744680851064","94"
"5","48","24","10000","1.007","1","134","99.82956966340008","93.88"
"7","48","24","10000","1.007","2","102","99.95744680851064","94"
"6","48","24","10000","1.007","1","128","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","101","99.95744680851064","94"
"5","48","24","10000","1.007","1","135","99.82956966340008","93.88"
"7","48","24","10000","1.007","2","103","99.95744680851064","94"
"6","48","24","10000","1.007","1","129","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","102","99.95744680851064","94"
"5","48","24","10000","1.007","1","136","99.82956966340008","93.88"
"7","48","24","10000","1.007","2","104","99.95744680851064","94"
"6","48","24","10000","1.007","1","130","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","103","99.95744680851064","94"
"5","48","24","10000","1.007","1","137","99.87212276214834","93.84"
"7","48","24","10000","1.007","2","105","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","131","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","104","99.95744680851064","94"
"5","48","24","10000","1.007","1","138","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","106","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","132","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","105","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","139","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","107","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","133","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","106","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","140","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","108","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","134","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","107","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","141","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","109","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","135","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","108","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","142","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","110","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","136","99.82956966340008","93.88"
"8","48","24","10000","1.007","2","109","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","143","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","111","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","110","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","137","99.87212276214834","93.84"
"5","48","24","10000","1.007","1","144","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","112","99.91485738612175","93.96"
"8","48","24","10000","1.007","2","111","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","138","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","113","99.91485738612175","93.96"
"5","48","24","10000","1.007","1","145","99.91471215351812","93.8"
"8","48","24","10000","1.007","2","112","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","139","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","114","99.87228607918263","93.96"
"5","48","24","10000","1.007","1","146","99.91471215351812","93.8"
"8","48","24","10000","1.007","2","113","99.91485738612175","93.96"
"6","48","24","10000","1.007","1","140","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","115","99.78714346530438","93.96"
"5","48","24","10000","1.007","1","147","99.91471215351812","93.8"
"8","48","24","10000","1.007","2","114","99.87228607918263","93.96"
"6","48","24","10000","1.007","1","141","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","116","99.78714346530438","93.96"
"5","48","24","10000","1.007","1","148","99.91471215351812","93.8"
"8","48","24","10000","1.007","2","115","99.78714346530438","93.96"
"6","48","24","10000","1.007","1","142","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","117","99.78714346530438","93.96"
"5","48","24","10000","1.007","1","149","99.91471215351812","93.8"
"8","48","24","10000","1.007","2","116","99.78714346530438","93.96"
"6","48","24","10000","1.007","1","143","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","118","99.82964224872232","93.92"
"8","48","24","10000","1.007","2","117","99.78714346530438","93.96"
"5","48","24","10000","1.007","1","150","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","144","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","119","99.87217724755007","93.88"
"8","48","24","10000","1.007","2","118","99.82964224872232","93.92"
"5","48","24","10000","1.007","1","151","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","145","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","120","99.87217724755007","93.88"
"8","48","24","10000","1.007","2","119","99.87217724755007","93.88"
"5","48","24","10000","1.007","1","152","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","146","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","121","99.87217724755007","93.88"
"8","48","24","10000","1.007","2","120","99.87217724755007","93.88"
"5","48","24","10000","1.007","1","153","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","147","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","122","99.9147485080989","93.84"
"8","48","24","10000","1.007","2","121","99.87217724755007","93.88"
"5","48","24","10000","1.007","1","154","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","148","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","123","99.9147485080989","93.84"
"8","48","24","10000","1.007","2","122","99.9147485080989","93.84"
"5","48","24","10000","1.007","1","155","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","149","99.91471215351812","93.8"
"7","48","24","10000","1.007","2","124","99.9147485080989","93.84"
"8","48","24","10000","1.007","2","123","99.9147485080989","93.84"
"5","48","24","10000","1.007","1","156","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","150","99.95733788395904","93.76"
"7","48","24","10000","1.007","2","125","99.9147485080989","93.84"
"8","48","24","10000","1.007","2","124","99.9147485080989","93.84"
"5","48","24","10000","1.007","1","157","100","93.72"
"6","48","24","10000","1.007","1","151","99.95733788395904","93.76"
"7","48","24","10000","1.007","2","126","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","125","99.9147485080989","93.84"
"5","48","24","10000","1.007","1","158","100","93.72"
"7","48","24","10000","1.007","2","127","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","152","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","126","99.95735607675905","93.8"
"5","48","24","10000","1.007","1","159","100","93.72"
"6","48","24","10000","1.007","1","153","99.95733788395904","93.76"
"7","48","24","10000","1.007","2","128","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","127","99.95735607675905","93.8"
"5","48","24","10000","1.007","1","160","100","93.72"
"6","48","24","10000","1.007","1","154","99.95733788395904","93.76"
"7","48","24","10000","1.007","2","129","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","128","99.95735607675905","93.8"
"5","48","24","10000","1.007","1","161","99.95731967562953","93.72"
"7","48","24","10000","1.007","2","130","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","155","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","129","99.95735607675905","93.8"
"5","48","24","10000","1.007","1","162","99.95731967562953","93.72"
"7","48","24","10000","1.007","2","131","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","130","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","156","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","163","99.95731967562953","93.72"
"7","48","24","10000","1.007","2","132","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","131","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","157","100","93.72"
"5","48","24","10000","1.007","1","164","100","93.67999999999999"
"7","48","24","10000","1.007","2","133","99.95735607675905","93.8"
"8","48","24","10000","1.007","2","132","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","158","100","93.72"
"5","48","24","10000","1.007","1","165","100","93.67999999999999"
"7","48","24","10000","1.007","2","134","100","93.76"
"8","48","24","10000","1.007","2","133","99.95735607675905","93.8"
"6","48","24","10000","1.007","1","159","100","93.72"
"5","48","24","10000","1.007","1","166","100","93.67999999999999"
"7","48","24","10000","1.007","2","135","100","93.76"
"6","48","24","10000","1.007","1","160","100","93.72"
"8","48","24","10000","1.007","2","134","100","93.76"
"5","48","24","10000","1.007","1","167","100","93.67999999999999"
"7","48","24","10000","1.007","2","136","100","93.76"
"6","48","24","10000","1.007","1","161","99.95731967562953","93.72"
"8","48","24","10000","1.007","2","135","100","93.76"
"5","48","24","10000","1.007","1","168","100","93.67999999999999"
"7","48","24","10000","1.007","2","137","100","93.76"
"8","48","24","10000","1.007","2","136","100","93.76"
"6","48","24","10000","1.007","1","162","99.95731967562953","93.72"
"5","48","24","10000","1.007","1","169","100","93.67999999999999"
"7","48","24","10000","1.007","2","138","100","93.76"
"8","48","24","10000","1.007","2","137","100","93.76"
"6","48","24","10000","1.007","1","163","99.95731967562953","93.72"
"5","48","24","10000","1.007","1","170","100","93.67999999999999"
"7","48","24","10000","1.007","2","139","100","93.76"
"8","48","24","10000","1.007","2","138","100","93.76"
"6","48","24","10000","1.007","1","164","100","93.67999999999999"
"5","48","24","10000","1.007","1","171","100","93.67999999999999"
"7","48","24","10000","1.007","2","140","100","93.76"
"8","48","24","10000","1.007","2","139","100","93.76"
"6","48","24","10000","1.007","1","165","100","93.67999999999999"
"5","48","24","10000","1.007","1","172","100","93.67999999999999"
"7","48","24","10000","1.007","2","141","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","140","100","93.76"
"6","48","24","10000","1.007","1","166","100","93.67999999999999"
"5","48","24","10000","1.007","1","173","100","93.67999999999999"
"7","48","24","10000","1.007","2","142","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","141","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","167","100","93.67999999999999"
"5","48","24","10000","1.007","1","174","100","93.67999999999999"
"7","48","24","10000","1.007","2","143","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","142","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","168","100","93.67999999999999"
"5","48","24","10000","1.007","1","175","100","93.67999999999999"
"7","48","24","10000","1.007","2","144","99.95733788395904","93.76"
"8","48","24","10000","1.007","2","143","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","169","100","93.67999999999999"
"5","48","24","10000","1.007","1","176","100","93.67999999999999"
"7","48","24","10000","1.007","2","145","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","170","100","93.67999999999999"
"8","48","24","10000","1.007","2","144","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","177","100","93.67999999999999"
"7","48","24","10000","1.007","2","146","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","171","100","93.67999999999999"
"8","48","24","10000","1.007","2","145","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","178","100","93.67999999999999"
"7","48","24","10000","1.007","2","147","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","172","100","93.67999999999999"
"8","48","24","10000","1.007","2","146","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","179","100","93.67999999999999"
"7","48","24","10000","1.007","2","148","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","173","100","93.67999999999999"
"8","48","24","10000","1.007","2","147","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","180","100","93.67999999999999"
"7","48","24","10000","1.007","2","149","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","174","100","93.67999999999999"
"8","48","24","10000","1.007","2","148","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","181","100","93.67999999999999"
"7","48","24","10000","1.007","2","150","99.95733788395904","93.76"
"6","48","24","10000","1.007","1","175","100","93.67999999999999"
"8","48","24","10000","1.007","2","149","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","182","100","93.67999999999999"
"7","48","24","10000","1.007","2","151","99.91467576791808","93.76"
"6","48","24","10000","1.007","1","176","100","93.67999999999999"
"8","48","24","10000","1.007","2","150","99.95733788395904","93.76"
"5","48","24","10000","1.007","1","183","100","93.67999999999999"
"7","48","24","10000","1.007","2","152","99.91467576791808","93.76"
"6","48","24","10000","1.007","1","177","100","93.67999999999999"
"8","48","24","10000","1.007","2","151","99.91467576791808","93.76"
"5","48","24","10000","1.007","1","184","100","93.67999999999999"
"7","48","24","10000","1.007","2","153","99.91467576791808","93.76"
"6","48","24","10000","1.007","1","178","100","93.67999999999999"
"8","48","24","10000","1.007","2","152","99.91467576791808","93.76"
"5","48","24","10000","1.007","1","185","99.95730145175064","93.67999999999999"
"7","48","24","10000","1.007","2","154","99.91467576791808","93.76"
"6","48","24","10000","1.007","1","179","100","93.67999999999999"
"8","48","24","10000","1.007","2","153","99.91467576791808","93.76"
"5","48","24","10000","1.007","1","186","99.95730145175064","93.67999999999999"
